review_text,stars
Пицца очень вкусная.,5
"Ужасно долго! Сделал заказ с собой, готовили в два раза дольше, чем на табло было указано. На доставку за час успевают, а на месте очень долго готовят. Видимо в приоритете заказы на доставку🤷🏻‍♂️",1
"Отвратительная пицца. Цены растут, а качество очень падает.. увы, мой заказ был посланник раз..,",1
Было все очень вкусно. Заказ принесли своевременно.,5
"Заказ номер 257, заказал ср. пиццу Арриву, дополнительно заказал халапеньо за 250тг для остроты, которого в итоге в пицце не оказалось. Кто вернет мне мои деньги?! Пусть и мелочь, но как же неприятно.",1
"Пригласили на собеседование по телефону сказали что возрастных ограничений нет когда приехал при собеседовании спросили сколько мне лет я сказал 38 но с опытом работы на что они ясно дали понять не подхожу по возрасту у них работают молодые ребята 2000-2001 года я был очень сильно разочарован,нарушены мои права.
Работодатель не имеет права дискриминировать работника при приеме на работу, либо в процессе трудовых отношений по мотивам его происхождения, социального, должностного и имущественного положения, пола, расы, национальности, языка, отношения к религии, убеждений, места жительства, возраста или физических недостатков, а также принадлежности к общественным объединениям",1
"супер обслуживание., не первый раз захожу сюда,утром на работу за кофе,в выходные дни просто отдохнуть. Здесь очень приятная атмосфера,приветливые обслуживающий персонал. Сегодня хочу отметить кассира Диану, за ее уважительное отношения к клиентам. огромная благодарность ВСЕМ",5
"Классные люди работают в этой пиццерии, особенно девочка Диана. Вежливая, умная девочка. Обслуживание супер, все вовремя. Очень вкусно все. Мы постоянные клиенты здесь. Коллектив здесь просто супер. Спасибо",5
Отзывчивые кассиры и вкусная пицца),5
"Всегда очень вкусно,быстро и уютно!!!",5
Здесь очееень вкусно 👍,5
Очень вкусная сгущёнка) как буду в городе приду к вам снова за самой вкусной Маргаритой ☺️,5
"Все очень вкусно, приятная атмосфера 👍🏼👍🏼",5
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍отлично,5
Класснотвсе 💪💪💪💪💪💪💪💪,5
"Прекрасное место, чисто, опрятно, уютно и вкусно. Персонал добрый",5
Двойной цыпленок с халапеньо - это новая любовь!,5
"Вчера заходила пиццу купить, у ребят зашив был, но на удивление заказ быстро приготовили, и такие вежливые, и чистота в пиццерии) очень понравилось, спасибо!",5
Приятная атмосфера иперсонал,5
"Приятный персонал, вкусно и быстро",5
Все отлично 🤟🤟🤟🤟👍👍👍👍,5
Были в новой пиццерии ДОДО на Абая- Байтурсынова. Все понравилось. Придем ещё.,5
"Отвратительная обслуживания. Приготовили не ту пиццу, лимонад морс ужасный, кислый отвратительны. Больше не приду сюда.",1
"Здравствуйте, были с подругой позавчера, обе сильно отравились. Понос, температура, колит в желудке, рвота. Не ожидали такого исхода от додо пиццы. Мы кушали закрытую пиццу (как кебаб) и сильно пожалели. Пожалуйста, проверьте на соответствие гигиены и чистоты на кухне. Ощущение, будто отраву подсыпали. Никогда больше не придём.",1
"Заказал пепперони из любопытства нажал на крестик где пепперони из цыплёнка. В итоге забрал пиццу приехал домой, а в пицце пепперони нет пепперони. Так еще и пицца подгорелая. Слушать меня никто не хотел. Предложили купон на 1100 тг за то что пицца подгорелая. А то что в ней нет пепперони это нормально оказывается. Печальный опыт. Попросил удалить мою учётную запись. Больше не хочу здесь ничего покупать",1
"Заказывала комбо/сет через официальный сайт. Все понравилось: и пицца, и додстер, и доставка. А курьеры вежливые 👍🏻👍🏻👍🏻
Спасибо",5
"Здравствуйте, у вас халал?",5
"Уж не знаю с какой точки мне привезли доставку вчера, но вы, ДодоПицца испортились окончательно. Вчера сделала заказ. В приложении статус доставлено, ""приятного аппетита, поделитесь-расскажите как вам заказ"" , по факту - курьера нет. Пока выясняла что к чему с оператором, курьер таки доехал. В заказе курица - края подгорели аж до черноты. Написала всё это в приложении - ни ответа, ни привета. Ни извинений, ничего. Клиентоориентированность - 0, кухня - 2. Цена на пиццу всё выше и выше, за эти деньги можно поесть гораздо более интересные и вкусные варианты, даже пиццу с семгой или угрём в заведениях японской кухни, а не просто грибы и колбасу. Увы, я больше не ваш клиент.",2
"Девушка сотрудник отказалась решить проблему с моим заказом (я не правильно указала адрес доставки), я попросила её отменить заказ- говорит «не могу». Ок, понимаю нет доступа. Я попросила её дать мне номер телефона, по которому я сама отменю заказ - сказала «ой я не знаю, поищите в 2гис». В Алматы полно пиццерий, вы могли бы и побороться за клиентов, хотя бы попытаться лояльно отнестись к проблеме, сделать вид, что вам не все равно. 
Сама больше не приду и друзьям посоветую сделать так же.",1
"Была в филиале на Абая/Байтурсынова 

Заказала Додстер(комбо) острый- просто ужасно соус залили внутрь додстера на одну сторону( 
Ни томатов внутри не было, на вкус просто отвратительный был 
Половину выбросила в мусор",3
Хороший ресторан где можно покушать. Обслуживание на высшем уровне!!!,5
"Вкусно,ребёнку нравится,удобно.",5
Очень приятное и профессиональное обслуживание. Комфортная обстановка ✨❤️,5
"Хоришая, адекватная кассирша.Еда вкусная",5
очень понравилось 👍👍😋,5
"Быстрое и вежливое обслуживание, но не весь товар в ассортименте, есть с чем работать👍",4
Классное место. Очень вкусная пицца и быстрое качественное обслуживание. Рекомендую.,5
Спасибо за кофе! Хорошее обслуживание!,5
Очень долго ждали заказ спасибо,1
"Очень хорошее обслуживание, вежливый персонал.",5
Ең дәмді пицца тек Додода ғана😋,5
"Очень очень вкусно, рекомендую всем 😻😻😻",5
"Я купил отдельно лимонад, хотя кассиры не предложили комбо, все надо выпрашивать. Работают на “отстань” или может я лично не понравился.",2
"Очень вкусная пицца, особенно пеперрони !",3
"Пиццы очень вкусные! Быстро готовят, но очень жарко!",5
"Очень удобно что у них бесплатная доставка круглосуточно😍за пол часа мне привезли горячую свежую и очень сочную пиццу,спасибо очень выручили😘❤️будем ещё заказывать с удовольствием🤤🤤",5
"Очень классные сотрудники 🥰 Очень вежливые и отзывчивые. За меню 10, и за сотрудников 10🙃",5
"Очень уютно, атмосферно, а главное вкусно 😋",5
"Очень крутой ресторан, обслуживание хорошее, всегда здесь берём вкусную пиццу 😋",5
"Додо – это любовь🧡 Крутая пицца и классные закуски, при этом быстрое приготовление. Всем рекомендую.",5
"Заведение очень хорошее. Персонал, обслуживание высший класс 👍🏻 Процветания вам 🥰",5
очень уютное место😍😍 пиццы высшего класса😋 теперь я ваш постоянный клиент,5
"Доброго времени суток,нет чашек для кофе (заказ не с собой),молоко попросили отдельно и подогреть-в итоге просто быстро налили холодное молоко в пластиковый стакан🤯 а еще лучше, подогрели в нем же😱 
Из меню не все в наличии, рассеянные люди на кассе,сдачу дали неверно! Впечатления-“Плохо,больше не зайдем!”",2
"Очень быстро, очень вкусно, рада обедать
 у вас 👌😋💋",5
"Всегда любила ваш кофе и цена была за него оправдана,сегодня зашла и в очередной раз хотела насладится вашим кофе,по итогу мне его сожгли и вкус был отравляюще сожжённый",1
"сегодня был в этой пиццерии очень рад что открылись прям рядом с домом
Пицца на высшем уровне как всегда, остался под хорошим впечатлением, кассиры очень вежливые, заказы выдают не дольше 10 минут",5
"Скачал приложение, заказал пиццу, чтобы узнать что промокод DODO не работает, чувствую себя обманутым, в пекло приложение додопицы, ложные обещания, это плохо",1
Круглосуточно не работают!,1
Круглосуточно не работает! Тупые менеджера не изменили режим 2 гисе!,1
Пиццы очень вкусные😍,5
"Нет тут вашей пиццы , ничего нет , зачем писать круглосуточно если нет даже просто пиццы.",1
Сотрудники хорошийй,5
Очень вкусно и быстро❤️,5
Быстро и вкусно!,5
"В какой-то момент словила гиперфикс на додо и начала очень часто заказывать их пиццу и в один день ко мне приезжает 2 пиццы деревянные из 3, я была в шоке, мне подарили промокод на 2000, я им сразу воспользовалась, потом ту пиццу, которая более менее думала поем на ауыз бекіту после промокода и я сломала зуб🫠 я вообще не думала, что это возможно, 1 ставить не хочу, так как люблю, но теперь я иду вырывать зуб сегодня. Кулейин ба жылайын ба, бир стенкасы прям тусип калды, хотела фото зуба прикрепить, но биртурли болатын сиякты
Но гиперфикс мой, конечно, сразу улетел",3
"Пиццалары өте дәмді ,бізге ұнайды🙌🏼🫶🏻",4
"сотрудник Аяулым хорошо знает свою работу, быстро и вежливо обслужила и все аккуратно упаковала ✨спасибо",5
Всегда вкусная пицца 🍕,5
"Не актуальное время работы, в 8:14 закрыты",1
"Пришел а не работает, написано с 8 а сказали что еще закрыты
Все завтрак накрылся день испорчен",1
Беглан кассир красавчик өз жұмысын четко атқарады👍,5
Очень вкусно,5
"DODO пицца по-прежнему наш фаворит-уровень сервиса, быстрота обслуживания, и всегда вкусно❤️❤️❤️",5
Любим! Спасибо! Оооочень вкусно всегда! Сын от души поиграл в детском уголке. Хотелось бы больше додокоинов))),5
Пиццу Диабло верните,1
Аяулымм лучшая ✨✨,5
"Быстрая доставка, вкусная пицца",5
Күшті,5
"Были в Додо, через кассу самообслуживания, заказали 2 пиццы без лука. Через 10 минут они были готовы, но были с луком. Мы попросили переделать их, но кассир на кассе показала, что они были заказаны с луком, хотя мы заказывали без него. Спустя время они все же решили их переделать, мы подождали еще 15 минут, и пиццы снова были с луком. Мы пошли просить переделку уже во второй раз, и нам снова сказали, что мы заказывали с луком, улыбаясь в лицо, будто в этом есть что-то смешное и забавное. Позже мы позвали менеджера, который не хотел выходить и разбираться с ситуацией. Его зовут Магжан, его сотрудники тоже заняты непонятно чем, на кассе стоят клиенты, ждут пока их обслужат, но им все равно! В итоге мы добились того, чтобы нам приготовили пиццы без лука, но мы потеряли на это в 3 раза больше времени, настроение, нервы, аппетит и впечатления! Сервис на этой точке ужасный. Это было в промежутке с 18:50 по 19:20. Заказ мы сделали в 18:37. То есть ждали свой корректный заказ практически 40 минут и даже не доели его из-за испорченного аппетита. Прошу провести с сотрудниками беседу и тренинг по обслуживанию клиентов!",1
"Это не пицца, а хлеб с сыром.",1
"Раньше эта пиццерия действительно нравилась — часто заказывали и всегда были довольны. Но в последнее время всё сильно испортилось. Пицца стала совершенно не такой.

Кроме того, заметно ухудшился сервис. Когда обращаешься в поддержку, вместо нормального решения проблемы получаешь только стандартные отписки, без какого-либо желания разобраться.",1
"Супер,доставка быстрая!Очень вкусно!",5
"Отвратительный сервис, а специалисты колл-центра - вообще кромешный ужас. Мало того, что они не пытаются решить вопрос, так ещё и во всём пытаются обвинить клиента.",1
"Все вкусно, но на тортиках экономят. 
P.s. додстеры кстати тоже уменьшились. Шринкфляция во всей красе",3
"Быстро привезли , всё супер",5
Любимая пиццерия,5
"Дружелюбный персонал, очень нравится!",5
🇰🇿🦅,5
топ как всегда,5
Как классно жить рядом с Додо Пиццей,5
"Все было вкусно и обожаю ваши морсы, но вот думаю вам стоит поменять картинку на коробочках. Видно что люди кормят только собаку, а кот стоит в углу грустный (по лицу видно). Это дискриминация котов.",4
"Очень вкусно, хорошо отметили день рождения подруги 🩷🩷🩷🩷 пицца вкусная, все быстро и качественно 💘 чистота на высоте, все убрано до идеала. Спасибо большое за хорошее обслуживание!!",5
"Быстро и вкусно , спасибо",5
"Супер! 
Ждём когда почините детскую зону :)",5
"хорошое облуживание и комфортная атмосфера. кассирша Анеля очень дружелюбная и приветливая! заказали сет на выбор, что очень удобно; все позиции были вкусными и сытными. спасибо ДоДо🫶🏻",5
"Вы уволили Михаила за доброту к бездомной собаке ДодоБоня!
«Схожие действия порождают схожие последствия»
БОЙКОТ!!!",1
Быстро и вкусно,5
СОБАКА БЕДНАЯ!!!!!!😭😭😭😭😭😭😭😭😭😭😭😭😭😭,1
"Очень много народу, но касса отправляет людей на заказ через планшеты, можно же разгрузить немного, и еще никто не помогает правильно заказать, из-за этого люди очень долго стоят перед планшетами и мы все вместе стоим разбираемся куда нажимать. Беспредел, тем более что сами планшеты долго думают. Исправьте ситуацию, зачем тогда люди на кассе стоят? Или помощник нужен к планшетам",1
Очень вкусно готовит,5
"сервис вышка, доволен",5
"Пицца не соответствует размеру и подгоревшая , фри размякший и подгоревший",1
вкусно было,5
Всегда вежливый персонал! Уютная атмосфера! Пицца очень вкусная! Песто с креветками 💥,5
Лучшие!,5
"Спасибо за быструю доставку! Горячая, вкусная!",5
Очень вкусная пицца❤️ девочки на кассе очень милые,5
"Не берите эти булочки-бруслетики, из теста для пиццы, приготовят подгоревшие( невкусные бруслетики)🤭",4
пиццасы күшті ұнады асіресе кассадағы қыз адемы екен😍,5
очень вкусно😋,5
Здесь очень вкусно как и во всех додо. Ходим с детьми часто,5
"Спасибо, как всегда очень вкусно",5
Всегда быстро доставляют,5
Вкусная,5
"Были сегодня с подругой. Приятная, уютная атмосфера. Очень вкусно готовят. Приятный, приветливый персонал. Рядом со столиками есть розетки, можно подзарядить телефоны. Отличное место.",5
"Все чисто, девушка на кассе вежливая.",5
"Вкусная пицца, быстрое обслуживание! Спасибо 
Додо лучшие",5
"Всегда очень вкусно!
А сегодня ещё и заботливая Аяулым на выдаче заказов! 
Спасибо за прекрасный сервис, если пицца, то только Додо!",5
"Девочка на кассе очень была доброжелательная,жаль имя не знаю , ребенку сок подогрела",5
"мало сыра, одно тесто👎👎",1
Как всегда на высоте,5
Пенивайз,5
"Лучшее место в Казахстане, чудо инженерии, лучшее изобретение человека 👍👍👍 пеннивайз 🔥🔥🔥💥💥💥",5
соска соска соска,5
Вкусно 😘,5
"Кассир Сания Крутая, вежливая девушка 🫶🏻",5
Пицца очень вкусная и горячая. Спасибо за быструю доставку❤️,5
Пиццы всегда балдееееж😍 курьер душка🥹,5
Круто все ✊🏾,5
Мы заказалый 30см нам дали 10см вообще ужасный оченнь маленький,1
"Вкусно, быстро ❤️",5
Очень хороший курьер пришел!,5
курьер Жадра быстрее ветра. Вкус и качество - стабильно супер! Спасибо!,5
Очень вкусно готовить и быстро. Обслуживание высшее. Спасибо ребята.,5
Как всегда на высоте❤️,5
"Заказывал пиццу в Додо Пицца — остался очень доволен Пицца горячая тесто мягкое и вкусное, начинки не жалеют. Особенно порадовала скорость доставки и удобство заказа через приложение. Персонал вежливый, всё аккуратно упаковано. Отличное место, когда хочется вкусно поесть без лишних",5
Самые вкусные пиццы🔥🔥🔥,5
Бәрі өте ұнады рақмет көп,5
"Всегда очень вкусная, горячая, доставка быстрая. Бывают и подарочки, Додокоины начисляются и можно что то купить.",5
Очень хорошее обслуживание 💕,5
Очень быстро! Как всегда вкусно просто объединения)))),5
Очень быстро. Очень вкусно.,5
"Әрі тез , әрі дәмді👍👍👍 бәрлығы үнады. Тазалығы да жақсы тек машинаға Парковка жок екен",5
Зарина супер,5
"Я являюсь постоянным клиентом и заказываю у вас пиццу почти каждый день. Сегодня мне отказали в доставке, сославшись на загруженность, и предложили указать другой адрес, чтобы я сама вышла и забрала заказ. Считаю такой подход абсолютно неприемлемым. Клиент не должен решать проблемы сервиса и подстраиваться под его неспособность организовать доставку. Очень разочарована, с таким отношением пропадает желание заказывать дальше",1
Пицца вкусная! Курьер вежливый!,5
"Очень вкусная пицца, приносят всегда горячую 10/10 советую",5
Додо пицца это чудо человеческой цивилизации,5
"Самая вкусная питса эвер! Целовала руки пиццамейкерам, менеджерам, водителям и всем, кто причастен к изготовлению этих шедевров",5
"Нравится все: и ассортимент, и горячее, выпечка, все очень вкусно). Доставка тоже оперативная, спасибо",5
"Из всех додошках самый лучший, быстро , вкусно и самое главное обслуживание на высшем уровне, очень нравится особенно с семьей лучше место не найти",5
"В Додо всегда вкусно, быстро и акции приятные 😊",5
Очень вкусно готовят пиццу и додстеры. Приятный персонал и оперативная доставка.,5
"Лучшая пиццерия в городе! 
Всегда вкусно, быстро и отличный сервис!",5
Очень быстрая доставка и вкусная пицца 😘😘😘,5
Быстро и вкусно👍,5
👍🏽👍🏽👍🏽👍🏽,5
"Хорошее место,пицца вкусная за свою цену очень хорошая.Вежливый персонал,много разных свободных мест,большой плюс что есть розетки для зарядки.Было бы круто если бы было больше напитков,например большой чайник чая,или большой морс,а так всё супер",5
Огонь,5
"Быстро сделали доставку, все еще горячее, спасибо",4
Супер пиццерия 👍👍👍,5
Өте дәмді😋,5
👍🏻👍🏻👍🏻,5
Найс👍👍,5
"Часто заказываю через приложение здесь еду на обед. В целом все устраивает, готовят ко времени которое нужно. Если б не нравилось не заказывала бы)",5
"Додо пицца всегда вкусно и во вреия, никогда не подводило. Спасибо, что вы есть. Сегодня порадовала моего сына и его друзей🤲❤️",5
сотрудники с приветом,1
"Вкусно, по стандарту. Тут претензий нет, хотела написать, к сожалению размер жодмтера и его поджаристость прямо разочарование.

Почему меня заставляют с кассы идти к терминалу читать, вычитывать, тыкать, потом ввести свой личный номер сотового телефона?
Потом никто не спрашивал согласия моего что бы моё имя светилось на экране! Вы просто взяли конфедициальную информацию, которая привязана к телефону, распространеяете ее на всех в зале и даже не предупреждаете. Оставили бы просто номер заказа. Зачем имя??!

Потом если гость обратился на кассу в приказом порядке отправлять к терминалу считаю НЕ красиво. На кассе только оплата налом.... ну странно и не приятно.
До тех пор пока не измените подход это последний раз пришла к вам и оплатила вашу работу. Очень печально.",3
Сания и Анеля топ🫶🏽🫶🏽🫶🏽,5
"11.01.2026 , все вкусно, чисто, сотрудники доброжелательные, всегда помогут 😍🔥",5
Все по человечески,5
С каждым разом всё меньше и меньше начинки( возможно тогда легче купить лепешку свежую? Грустно за этот момент…,3
"Само место не очень, столы грязные. Но пицца очень вкусная. Советую брать ветчину и сыр или двойной цыпленок",4
Хорошое заведение. Официант Сания самая лучшая 🤩🤩🤩,5
"Всегда вкусная пицца, быстро готовят. Буквально за пол часа доставляют горячку с пылу жару 👍",5
Тесто сырое,1
Ваще кайф тролили девку по имени Полина,5
Анеля топ,5
Оте ұзақ 1 сағ куттык адам келіп жатса жумыс ыститын қыздар озы озымен ойнап жур анаякта не увожительно сойлесет,1
"Специально ехали чтобы спокойно поесть пиццу, а дети чтобы в игровой поиграли. Но игровая не работает. Говорят сломана, хотя с виду все нормально.",1
онлайн заказываю только с этого филиала! Очень вкусно,5
"Заказали пиццу пеперони, задержали ее на целый час, так к тому же ее привезли не свежую не горячую даже будто бы на снегу лежала, хотя я думал что они ее везут всегда в термокоробках. Это все произошло впервые хотя до этого она всегда была свежая и вкусная, привозили ее вовремя",1
"Туалет не выглядит как тот за который обязательно нужно купить что-нибудь, все раздолбано,мусорка полная, помещение уборщицы открыто. колу мне налили в какой-то презервативный стакан который протекает, всю кофту себе уделал, протекает а проткнуть тяжело! Невозможный парадокс. Если копируете эти китайские чайные, копируйте нормально! Сотрудники отказались принимать оплату каспи QR, видимо терминала нет, сказали что QR только на кассе самообслуживания, лишнюю минуту потратил на этот терминал пока он грузился, а я как понимаете торопился раз претензии к туалету. Слава Аллаху туалет для инвалидов нормальный, хотя бы люди с ограниченными возможностями не будут мучаться здесь. Никому не рекомендую, лучше бы за 100 сходил в общественный чем за 700 брать колу в презике. Ужас.",1
Постоянно осы жерден тамақ ішетін едім бүгін барсам 0.5 сокқа ақша төледім маған 0.3 беріп тұр. Андағы кассир қызды ыңғайсыз жағдайға қалдырмайм шу шығарып деп кетіп қалып едім айттым үстінен төлейін деп қоймады енді бармайтын болдым,1
Тамак дәмі онша емес еще туалетке кіргізби койды🤢🤮,1
Дамы онша емес еще туалетке кыргызби койды,1
"Пицца вкусная, но негде пописять",5
"Зарине спасибо , приятная девушка на кассе 🐳💐",5
"Очень вкусно, обслуживание топ! Сания лучшая!😍",5
Кассадағы сотрудница Сания лучшаяя😍өте керемет көмек көрсетеді было приятно🫶,5
"Хочу выразить благодарность сотруднице Додо — Анеле. Очень вежливая, доброжелательная и внимательная к гостям. Заказ оформила быстро, всё объяснила, улыбчивая и приятная в общении. Видно, что человек любит свою работу и старается для клиентов. Благодаря таким сотрудникам хочется возвращаться снова. Спасибо Анеле и команде Додо! ⭐⭐⭐⭐⭐",5
"очень атмосферная пиццерия, но сегодня в заказе все было слегка подгорелым, а в картошке прямо чувствовался «уголек» , все равно вкусно, но хотелось бы видеть меньше такого",4
"Очень классное заведение, имеется игровая зона для детей. В меню множество вкусных позиций, советую попробовать кроме пиццы ещё и дэнвич или додстер. Обслуживание хорошее и уютная атмосфера☺️",5
Песто очень очень вкусный мне очень нравиться❤️,5
Вкусно,5
Это пицца вообще-то классная и я я пицу,5
Зарина самая крутая!!!!!Чисто из за нее 5 звезд.Красотка!!!!Зарина Тооппп!!Мисс Казахстан!!!,5
Аяулым топ Казакстанда осындай кыздар болса елимыз коркиеды топппп жумысын оте катты жасайды,5
Очень вкусная пицца и довольно уютная обстановка,5
"Все супер, повара вкусно готовят. На кассе очень добрые девчата стоят. Все чисто. Но мы пришли туда с дочкой а там в игровой воняет ночками, игрушки спрятаны, ничего не осталось чем ребёнок мог бы поиграть жаль.",5
"Зарина и Сания самые лучшие работники этого заведения, дайте им премию срочно 🥰🥰",5
Купил маленькую пиццу курица с сыром с собой пришли дамой посмотрел в итоге просто сырная пицца ужасссс 😢 ну как так можно,1
"Решили посетить наш любимый Додо, пришли с отличным настроением, но, к сожалению, одна сотрудница полностью испортила вечер. Пришли около 01:30 ночи, выбрали столик, сделали заказ и спокойно ждали. Через 10-15 минут сотрудница подошла и попросила нас в другой зал, сказав, что этот закрывается. Мы спокойно пересели.
Когда заказ был готов, она громко выкрикнула его, хотя видела, что мы заказали к столику. Мы несколько раз окликнули её - “девушка, это наш заказ”- подняли руку, но она продолжала игнорировать. В итоге пришлось самому вставать и забирать заказ. На вопрос, почему она игнорирует, услышал за спиной: “Өләәә шлиииии так что ли?”.
Когда я достал телефон, она громко сказала: “Отзыв жазайын деп жатыр, жазса жаза берсін”, и начала смеяться, после продолжала пристально смотреть. Чувствовали себя крайне неприятно и неуважительно, даже аппетит пропал.
Очень обидно сталкиваться с таким отношением в любимом заведении.",1
1 звезда потому что додо всегда должен быть на первом месте,1
"Пицца отличная была, но кофе и ответ заведения на кофе просто удивляет. Принесли кофе объмом 200мл вместо 400мл.. и какая то выдуманная история что пол стакана должна занимать пена, я этого подхода вообще не понимаю.",1
"Анеля и Аяулым лучшие сотрудники, срочно им премию 🥰🥰",5
Айналым и Алия қызмет жасағандары жақсы сыпайы ибалы қызымет көрсететін жандар екен.,5
"Девушка официант вроде Аяулым очень вежливая и милая, довольны сервисом и вкусом ничего не осталось😍",5
"Айлума — отличный оператор! Очень вежливая, быстро отвечает и всегда помогает по делу. Остался полностью доволен обслуживанием. Спасибо!",5
"Иду только к Аяулым.Она очень милая, а её сервис 🔥 всегда на высоте!",5
"Кассадағы Аяулым деген қызға рахмет,обслуживание өте жақсы🫶",5
Спасибо Аяулым за хорошее обслуживание.Она очень милая 🫶🫶❤️,5
"Обычно всегда было вкусно , но на этот раз как будто хлеб простой поела",3
Воще мощно,5
💔💔💔,4
"Все хорошо, все понравилось 👍
Пицца как всегда вкусная.",5
Клутой уллввлвлвллвлудущущузузу,5
"Тез дайындап берді, шай ыстық болса жақсы болар еді. 2 ретте де жылы қайнамаған су болды.",5
Сания и Айя 😍😍😍,5
"Не знаю как с вами связаться 
Можно ли забронировать у вас столик?",5
"Очень быстро сделали ))
Зарина красавчик 🫰",5
Зарина вы супер❤️,5
"все вкусно быстро , вежливые 🎀",5
Аяулым өте керемет қызмет көрсетеді❤️,5
"Здесь всегда очень вкусно и быстро, приходим сюда и каждый раз остаемся в восторге 🥰",5
"Касссадағы Зарина есімді қызға көп көп рақмет өте вежливый , тапсырыс тез , әрі өте дәмді жасап берді 🔥🔥👍🏼.",5
"Большой выбор еды 🤌 Давно заказывала грибной стартер и рулетики с корицей: было настолько вкусно, что помню вкус так отчетливо, будто ела вчера.",5
"Аяулым самая самая хорошая и вежливая😻 
Всегда просит помочь и выполняет свою работу на все 100 процентов💞",5
"Сервис өте жақсы, кассирша Аяулымның обслуживаниясы өте жоғары сапада, күліп қарсы алады🔥👌🏼",5
кассир Аяулым очень приятная и вежливая,5
кассир Аяулым очень вежливая и приятная женщина! спасибо за сервис❤️,5
"Такен деген бала молодец екен , пиццаны мықты жасайд",5
Очень вкусно!,5
Аяулым умница красавица. Избавила меня от ожидания пересменки.,5
"Норм, да",5
"Заказать пицца на вынос прождал 25 минут, подали на подносе, девушка принимавшую заказ внятно сказал что на вынос, незнаю чем слушала. Так то бессаорно что вкусно этого не отнять, осадок простой неприятный остался",2
Очень вкусно! Аяулым приняла заказ и повара быстро приготовили. Вкусно и сытно.,5
